1,11.232707669489333
2,11.790675892412052
3,12.547572312607729
4,12.040192233193542
5,11.48880852608097
6,11.229876489187403
7,12.052950172895011
8,12.330285590653487
9,11.034211598255187
10,10.836970162900773
11,11.523812994943292
12,11.598075178193902
13,11.52978995754006
14,11.778983697873565
15,12.206307876652115
16,11.452771638932832
17,11.300443204025965
18,11.076875042678333
19,11.694545450080081
20,11.223739815223631
21,12.126594138203192
22,12.115663564928472
23,11.469418118123833
24,10.691236509657958
25,11.087873734100032
26,12.020368622415464
27,12.160634380167451
28,11.704058183992872
29,11.108407293348389
30,11.652324278189349
31,11.632750854054713
32,11.795169804185704
33,11.076396590956076
34,11.076396590956076
35,11.829267741624895
36,11.820304136684143
37,12.069207964736528
38,10.906191763804644
39,11.042853456986142
40,11.19537311490024
41,11.106975951266639
42,11.106975951266639
43,11.391991648386153
44,11.391991648386153
45,10.601135319410904
46,11.256743952294055
47,11.590304578940225
48,11.599902797993806
49,11.465258764181753
50,12.068329725116318
51,12.063058944667606
52,11.024120867659585
53,11.024120867659585
54,11.203417638750503
55,10.646530125746871
56,10.63108772978882
57,10.63108772978882
58,11.904740740412125
59,10.986559869648048
60,11.36404494266433
61,10.887710801272402
62,11.92342322812672
63,10.791394261711215
64,11.661417002380796
65,11.036132596110663
66,11.61131890428789
67,11.41337111380202
68,11.320123055339115
69,10.73921167447677
70,11.307475654270403
71,11.82702747727482
72,10.992828948543167
73,11.122710583482707
74,10.67536235612203
75,10.17827462927901
76,11.593504868216947
77,11.593504868216947
78,10.723902740572056
79,10.723902740572056
80,11.179266700860195
81,11.179266700860195
82,10.709066806227625
83,11.302787840274203
84,10.599135482509617
85,10.366581323266068
86,11.27273966790586
87,9.784846173684194
88,11.35238017706974
89,10.473893951433409
90,10.766319115296065
91,11.203417638750503
92,11.015464312836112
93,11.015464312836112
94,11.354247344874647
95,11.497569634375738
96,11.207674166702326
97,11.207674166702326
98,11.183532420825825
99,11.183532420825825
100,11.171204785631978
101,10.756962449689095
102,10.526888332141754
103,11.473575964233993
104,11.012096037112949
105,11.012096037112949
106,11.059637740735774
107,11.059637740735774
108,11.082614852222878
109,11.24920868648283
110,11.016426488172083
111,10.857001999688421
112,10.967247919632841
113,10.589631099723261
114,10.589631099723261
115,10.77468398139009
116,10.77468398139009
117,10.903761847823278
118,10.903761847823278
119,10.634576682465253
120,10.634576682465253
121,10.562070200725554
122,11.583443838863358
123,11.407797724791992
124,11.875769427013537
125,10.651009208386615
126,10.651009208386615
127,11.43007497508977
128,11.43007497508977
129,11.109838451022405
130,11.109838451022405
131,11.241196932071157
132,11.304663199145624
133,11.067780923145428
134,11.24308256438033
135,10.84870060490212
136,10.955160663199884
137,11.49895235707233
138,11.135567836442851
139,11.43563750683688
140,11.711753309420638
141,11.524272871352474
142,11.227516626911322
143,11.227516626911322
144,11.129379161366224
145,11.220434062150579
146,11.194426320267494
147,11.157913639003386
148,11.88602888755638
149,10.585626701357462
150,11.27462002482768
151,10.405871044575207
152,11.468956042176659
153,11.523353100181263
154,11.943851470170848
155,11.237896314205729
156,11.139374542933481
157,11.444902385215412
158,11.83732918273581
159,11.36031352081274
160,11.07735347373536
161,10.507740273752757
162,10.507740273752757
163,11.640037833614572
164,11.640037833614572
165,11.684117855095158
166,11.798763701223457
167,11.992560516747247
168,11.24732408122811
169,11.566503280695153
170,10.813961188027461
171,11.165035863800844
172,11.36264580306869
173,11.320123055339115
174,11.553666887843992
175,10.867247908810223
176,11.36777513969329
177,11.658689929731189
178,11.295752471515526
179,10.96386483106772
180,10.750062853327261
181,11.518753142670851
182,11.154588377824192
183,11.049570229923212
184,11.536223223331202
185,11.14365553337213
186,11.254860608805503
187,11.254860608805503
188,11.449994872826087
189,11.449994872826087
190,10.954193106504404
191,10.552532434287349
192,11.680942391561832
193,11.997862267897808
194,11.385476886075756
195,11.300912170191545
196,11.720799930041478
197,11.720799930041478
198,11.626371000401463
199,11.626371000401463
